step,time_s,satellite,az_deg,el_deg,boresight_lat_deg,boresight_lon_deg,corner1_lat_deg,corner1_lon_deg,corner2_lat_deg,corner2_lon_deg,corner3_lat_deg,corner3_lon_deg,corner4_lat_deg,corner4_lon_deg,targets_hit
1,60,124,37.66,-10.6393,79.6954,44.9808,80.3501,43.3396,79.1089,40.962,78.9429,46.4705,80.1594,48.7412,1
1,60,125,-35.5269,-7.48737,51.6072,122.031,52.2158,123.001,51.9604,121.079,51.0747,121.201,51.2189,123.089,2
1,60,127,-9.72803,-18.3822,-19.3666,126.434,-18.8589,126.785,-19.0052,125.993,-19.8279,126.09,-19.7043,126.883,2
1,60,129,-33.5021,-21.4072,-80.4604,-141.726,-79.8645,-146.239,-81.0097,-143.99,-80.9316,-137.551,-79.8369,-139.792,1
1,60,132,-39.8595,-5.26772,-47.9925,-110.769,-47.4159,-111.87,-48.7001,-111.154,-48.4764,-109.813,-47.1726,-110.363,1
1,60,134,-32.9952,-23.1618,-4.56703,-46.2411,-4.80604,-47.1862,-5.19029,-46.0711,-4.38754,-45.4402,-3.91868,-46.4657,1
1,60,135,39.6606,6.93744,21.9701,-15.2797,22.0103,-16.1483,21.1507,-15.0339,21.9207,-14.2591,22.6904,-15.4791,1
1,60,136,28.3226,14.83,46.052,18.8836,46.2608,17.9631,45.4347,18.702,45.8217,19.924,46.6286,19.091,2
1,60,137,39.516,7.94962,47.6231,71.5413,48.3666,71.061,47.06,70.6169,46.7474,72.0964,48.0962,72.3857,3
1,60,138,-34.732,18.7698,33.2594,118.828,33.9464,119.057,33.3234,117.872,32.6176,118.661,33.153,119.952,3
1,60,144,33.6172,-2.23694,-78.704,-23.9387,-79.0661,-26.8683,-79.2203,-20.9426,-78.2745,-20.8671,-78.2212,-26.3736,2
1,60,145,-36.3857,-1.13952,-41.9219,-29.7901,-42.3096,-30.7713,-42.4389,-29.1235,-41.5718,-28.941,-41.336,-30.5404,1
1,60,147,-29.0708,10.6962,30.8066,-21.506,30.4369,-22.1325,30.318,-20.9808,31.1621,-20.9299,31.3602,-22.0935,1
1,60,148,-29.9121,-21.5653,63.1431,-18.9983,62.489,-20.3007,62.7109,-18.0047,63.6799,-17.7971,63.5595,-20.1311,2
1,60,150,37.3035,4.31597,-18.9172,-15.8584,-18.8401,-16.5977,-19.6655,-15.719,-19.0015,-15.0072,-18.254,-15.9698,1
1,60,151,-29.5738,-6.51087,10.7794,3.82672,10.7927,3.13704,10.2075,3.89727,10.7617,4.44592,11.3984,3.73854,1
1,60,152,17.763,16.776,32.6566,38.2375,32.7421,37.5831,32.1375,38.1394,32.5756,38.9554,33.1653,38.359,1
1,60,153,26.8323,-4.57455,43.6907,79.6797,44.0752,79.1217,43.1856,79.1578,43.2682,80.265,44.1508,80.1602,1
1,60,154,32.9951,1.03212,35.5702,126.569,36.1842,126.406,35.283,125.796,34.8833,126.745,35.8198,127.27,1
1,60,156,-19.8121,-15.7588,-7.00614,-173.431,-6.38537,-173.463,-7.0123,-173.957,-7.57148,-173.416,-6.97941,-172.893,1
1,60,158,33.8681,-18.035,-49.3176,-103.51,-48.7792,-103.957,-49.8012,-104.609,-49.9131,-103.06,-48.8825,-102.601,1
1,60,160,19.4089,-12.1529,-49.1933,-69.2014,-48.8358,-69.7837,-49.6326,-69.8376,-49.5699,-68.6083,-48.7791,-68.6385,2
1,60,162,-31.3139,16.9118,-6.38249,5.28588,-6.29625,4.64942,-7.08046,5.29174,-6.43554,5.88396,-5.57859,5.29724,1
1,60,163,-29.9248,-8.36656,17.9386,28.3391,17.9438,27.5988,17.3578,28.4159,17.9251,28.9999,18.5654,28.2405,2
1,60,164,-37.7718,2.50398,42.6169,61.0226,42.926,60.0315,41.9082,60.9097,42.3461,61.8894,43.4317,61.1529,2
1,60,165,-28.973,22.3212,49.8643,116.338,50.3987,115.87,49.478,115.414,49.3681,116.826,50.2816,117.45,1
1,60,166,30.1654,-24.2892,33.0885,152.626,33.6849,152.528,33.0083,151.578,32.4627,152.675,33.1735,153.516,1
1,60,168,38.0161,-4.34502,-18.9477,-152.22,-18.2672,-152.084,-19.0213,-153.105,-19.7186,-152.389,-18.8802,-151.455,1
1,60,169,20.392,-19.3747,-39.7264,-119.982,-39.1993,-120.134,-39.8141,-120.84,-40.2664,-119.858,-39.6245,-119.216,1
1,60,170,-37.6819,-15.3017,-45.3314,27.5128,-45.9449,26.4704,-45.7459,28.274,-44.817,28.3874,-44.8906,26.6511,1
1,60,171,-33.0054,-0.529241,-7.74124,30.0244,-8.18526,29.4563,-8.14773,30.5212,-7.34092,30.53,-7.29093,29.4686,2
1,60,173,32.0179,-20.9706,61.7833,40.5362,61.4542,39.4464,61.0479,41.549,62.0899,41.7599,62.3934,39.5967,1
1,60,174,39.0107,-7.39262,79.6152,-171.586,80.2139,-169.423,79.8129,-176.518,78.9278,-173.845,79.3926,-167.533,1
1,60,175,37.9935,-12.1658,44.9565,-152.502,45.376,-151.738,45.5261,-153.533,44.5014,-153.368,44.4732,-151.634,1
1,60,176,29.433,-6.10694,8.31055,-149.533,8.68832,-149.076,8.77062,-150.052,7.90843,-150.035,7.89946,-149.064,1
1,60,179,-27.3448,15.5492,-77.7976,19.9387,-78.0374,17.3015,-78.3483,21.561,-77.5278,22.2937,-77.158,18.3376,1
1,60,180,37.815,-5.61379,-40.0807,33.6079,-40.1337,32.7814,-40.8107,33.9635,-40.0265,34.542,-39.4483,33.3032,1
1,60,182,-32.1256,3.59828,28.0985,62.2166,27.9796,61.5189,27.554,62.4676,28.21,62.8495,28.707,61.9344,1
1,60,183,39.0144,-10.6072,51.7127,97.1691,51.8988,96.1743,50.861,97.111,51.4718,98.2704,52.4374,97.2077,2
1,60,186,28.0838,0.0295521,4.82604,-133.653,5.32121,-133.437,4.97883,-134.224,4.28658,-133.89,4.68356,-133.131,1
1,60,193,-31.8623,-15.3827,-34.8783,51.8527,-35.2007,50.8553,-35.4593,52.2287,-34.6061,52.7183,-34.2652,51.4219,1
1,60,195,24.8674,13.7464,33.8405,85.1502,33.5874,84.4168,33.2809,85.4952,34.131,85.9659,34.3825,84.8394,1
1,60,196,31.8402,-22.5037,60.0686,112.705,60.1464,111.376,59.0924,112.48,59.9266,114.088,60.8979,112.859,1
1,60,197,-12.312,-19.0626,67.4404,-156.589,68.081,-156.865,67.4186,-158.08,66.8475,-156.396,67.4726,-155.114,3
1,60,198,-24.2121,-10.3277,36.4865,-121.136,37.1271,-120.778,36.6945,-121.829,35.9083,-121.466,36.2781,-120.402,2
2,120,2,30.4397,21.712,-76.4416,25.7486,-76.2343,22.506,-77.1165,25.2966,-76.6033,29.6659,-75.8065,26.2976,4
2,120,3,35.7746,-13.6015,-50.7119,74.488,-50.8983,73.4196,-51.5605,75.1679,-50.5235,75.6712,-49.989,73.9089,1
2,120,4,38.2847,8.4565,-13.7076,87.978,-14.0611,87.211,-14.3295,88.5713,-13.2848,88.8709,-13.1442,87.4719,1
2,120,6,-28.1724,-1.08276,55.9773,105.108,55.7598,103.926,55.4103,105.6,56.1672,106.197,56.5918,104.548,2
2,120,8,22.1978,12.065,45.7131,-112.488,46.2988,-112.181,45.8753,-113.322,45.0644,-112.801,45.5355,-111.698,2
2,120,11,-37.9338,13.1782,32.466,131.149,32.6485,130.324,31.7198,131.159,32.3211,131.892,33.3444,131.153,1
2,120,12,32.623,18.789,44.9137,176.72,45.251,175.852,44.3291,176.411,44.5304,177.731,45.4471,177.054,1
2,120,14,40.1241,-5.33368,21.8829,-101.182,22.5681,-101.063,21.7507,-102.102,21.0987,-101.332,21.993,-100.395,1
2,120,15,-36.852,0.232924,-0.0297583,-70.0878,0.697653,-69.927,-0.0633909,-70.7443,-0.670975,-70.2249,0.012886,-69.3415,1
2,120,16,33.015,-19.3247,-29.6006,-51.2486,-29.0178,-51.1678,-29.5552,-52.2014,-30.2206,-51.3745,-29.6165,-50.4315,1
2,120,17,27.2119,-20.4743,-49.0941,-11.2273,-48.5845,-11.5304,-49.3389,-12.2866,-49.6336,-10.9495,-48.8548,-10.3197,1
2,120,22,14.9602,-20.6177,-76.9775,-17.8911,-76.4855,-17.7691,-76.8514,-20.378,-77.4641,-18.1261,-77.0538,-15.5753,2
2,120,23,32.9682,-12.9703,-62.9586,110.935,-63.1654,109.774,-63.5918,111.756,-62.7427,112.195,-62.4074,110.226,1
2,120,25,-26.2277,19.122,11.7155,122.754,11.4487,122.273,11.2094,123.084,11.9933,123.206,12.2986,122.395,3
2,120,29,36.7415,-3.90654,25.6031,-65.4362,26.0697,-64.9797,25.9345,-66.1719,25.0821,-65.9543,25.311,-64.7958,1
2,120,30,30.0171,18.3387,41.1443,-40.0921,41.6092,-39.4877,41.501,-40.711,40.5938,-40.7576,40.7838,-39.5363,1
2,120,33,33.0717,15.7599,-65.9839,-52.8527,-65.6274,-51.4622,-65.5133,-53.8484,-66.3933,-54.4871,-66.4292,-51.9447,1
2,120,34,-15.7969,-17.8853,-80.3708,149.574,-80.8567,147.698,-80.6583,152.015,-79.9252,151.212,-80.0818,147.198,1
2,120,35,23.0063,15.9696,-41.2208,146.221,-41.6671,145.761,-41.5203,146.802,-40.7139,146.708,-40.9127,145.68,2
2,120,37,-31.8599,16.2205,30.4759,136.061,30.0816,135.525,30.0442,136.636,30.8595,136.544,30.9817,135.405,1
2,120,39,-8.41549,17.6925,76.9318,-23.6849,77.1651,-21.8142,77.3726,-24.6985,76.6656,-25.4795,76.4501,-22.7392,1
2,120,40,18.0808,-16.0464,46.2919,-81.3229,46.7818,-81.6035,46.0956,-82.17,45.7862,-81.0696,46.4796,-80.5502,1
2,120,41,-29.2981,20.5007,25.3744,-38.4011,25.978,-38.2593,25.4602,-39.1723,24.7935,-38.4996,25.248,-37.5156,1
2,120,46,-29.8398,-17.8047,-24.4409,133.931,-24.4915,133.067,-25.0246,134.003,-24.4093,134.685,-23.826,133.824,1
2,120,50,-24.3793,-18.9837,2.71033,176.247,2.56148,175.518,2.13874,176.341,2.82381,176.898,3.29497,176.122,1
2,120,51,34.2179,-10.4476,26.5523,-153.873,26.6664,-154.596,25.7142,-153.868,26.4017,-153.084,27.2814,-153.887,1
2,120,52,38.1443,8.10811,45.6675,-112.302,46.1124,-113.233,44.8947,-112.653,45.1433,-111.228,46.344,-111.959,2
2,120,56,-17.1463,-17.9308,-27.579,24.1113,-26.9316,24.0406,-27.5828,23.4897,-28.1702,24.157,-27.5492,24.7369,1
2,120,58,-39.7069,-3.92489,-42.9645,116.474,-42.4975,115.383,-43.7059,116.257,-43.355,117.421,-42.1079,116.698,2
2,120,64,-25.498,20.8805,24.5752,-149.459,24.5591,-150.072,23.9478,-149.421,24.6173,-148.866,25.2896,-149.479,1
2,120,65,28.6332,22.0082,45.638,-112.24,45.7605,-113.189,45.0591,-112.35,45.5097,-111.143,46.1883,-112.086,2
2,120,66,21.6579,5.71006,52.1832,-59.8566,52.6305,-60.3093,51.8627,-60.5556,51.7011,-59.3722,52.4776,-59.177,1
2,120,68,21.913,-18.7233,7.97372,7.12107,8.48536,7.22043,8.13322,6.4869,7.45546,6.99583,7.84612,7.69304,1
2,120,69,-31.2285,14.6462,-20.885,34.5913,-20.2928,34.7582,-20.817,33.8983,-21.4411,34.4576,-20.9737,35.3823,1
2,120,76,-36.0042,-11.808,66.2624,-102.996,66.3125,-105.172,65.6037,-102.793,66.1853,-101.137,66.989,-103.295,1
2,120,77,20.8837,7.01705,59.2065,-12.204,59.7656,-12.2648,59.1273,-13.2959,58.603,-12.1286,59.2642,-11.1561,1
2,120,79,21.7824,21.5908,-5.04742,32.8587,-4.44401,33.0729,-4.8466,32.3211,-5.73472,32.6393,-5.27324,33.3781,3
2,120,81,-23.4182,14.0568,-19.4276,-141.985,-19.5156,-142.539,-19.9681,-141.847,-19.3246,-141.457,-18.8264,-142.123,1
2,120,83,-35.6536,10.6397,43.7191,-104.831,43.7366,-105.757,43.0582,-104.639,43.7144,-103.994,44.4836,-105.045,2
2,120,85,15.0042,-18.7104,50.6247,8.57857,51.1165,8.50586,50.6324,7.67667,50.1319,8.61741,50.6277,9.40513,2
2,120,90,-36.9003,9.4376,40.9257,-67.389,41.2201,-68.2658,40.2178,-67.5357,40.6728,-66.6022,41.7456,-67.2044,1
2,120,95,-39.9249,6.94448,-34.0313,117.42,-33.2308,117.367,-34.3112,116.566,-34.7299,117.486,-33.6986,118.417,1
2,120,98,-37.2996,11.8289,-8.33898,-123.987,-8.19016,-124.704,-9.07754,-123.942,-8.44998,-123.34,-7.47445,-124.029,1
2,120,100,-30.1524,5.25791,67.5814,-93.9937,67.1842,-95.2742,67.1737,-92.8238,67.9438,-92.7954,68.0276,-95.3376,1
2,120,102,-33.0783,19.5077,38.9295,89.1708,39.2995,89.8564,39.4596,88.5162,38.5549,88.5632,38.2903,89.9043,4
2,120,104,-40.3276,-2.78947,-30.3572,93.606,-29.7662,94.3529,-30.0012,92.874,-30.8615,92.9608,-30.7535,94.4647,1
2,120,105,-35.3436,13.5922,-67.6553,103.009,-67.1298,104.169,-67.3085,101.354,-68.1409,101.956,-68.0491,104.978,3
2,120,106,-35.9776,-13.5904,-76.8822,-121.236,-77.0938,-124.922,-77.4464,-119.93,-76.6715,-118.164,-76.264,-122.655,1
2,120,110,31.456,-6.08493,3.71329,-68.5007,3.70539,-69.0502,3.07545,-68.3847,3.71133,-67.8997,4.28225,-68.6081,1
2,120,111,-26.7019,24.2026,36.3741,-44.9399,36.441,-45.6085,35.7431,-45.0375,36.3389,-44.2846,37.0985,-44.7947,1
2,120,113,35.6082,9.09563,42.5853,52.0562,43.2138,51.8579,42.2878,51.2702,41.8642,52.2889,42.8355,52.7797,4
2,120,114,-26.8264,-4.57134,24.1807,88.4333,24.7585,88.511,24.1817,87.8701,23.6536,88.3601,24.1844,89.0392,1
2,120,115,-34.5302,-21.567,-2.16735,110.799,-1.31574,110.84,-2.17576,110.223,-2.88595,110.746,-2.12039,111.416,1
2,120,118,-37.395,12.6634,-42.1825,-127.622,-41.8551,-128.416,-42.8579,-127.849,-42.453,-126.89,-41.3946,-127.348,1
2,120,119,39.3337,-5.22196,-25.2502,-90.4079,-25.1901,-91.12,-26.0321,-90.2299,-25.3275,-89.596,-24.5781,-90.5608,1
2,120,121,19.685,-7.32181,-11.7531,-56.186,-12.0846,-56.6366,-12.2302,-55.7873,-11.4146,-55.7106,-11.3136,-56.5598,2
2,120,123,-36.9105,11.9477,62.5589,-54.1903,62.1908,-55.6754,61.9659,-53.0392,62.8967,-52.8521,63.2491,-55.5786,1
2,120,125,-26.2929,0.791094,46.8297,120.596,47.3012,121.251,47.1784,119.876,46.3891,120.005,46.4468,121.37,2
2,120,127,-31.7344,-0.0738941,-24.5224,129.487,-23.9862,130.028,-24.1792,128.874,-25.0059,128.999,-24.8971,130.174,2
2,120,130,-36.8395,-6.79149,-23.8451,165.658,-22.9877,165.776,-23.9282,164.904,-24.5867,165.551,-23.7308,166.503,1
2,120,133,31.2178,-10.7306,-32.6247,-61.5431,-32.5833,-62.2762,-33.3964,-61.4757,-32.684,-60.749,-31.9446,-61.6123,3
2,120,134,12.6051,-14.9721,-3.21927,-39.7948,-3.30808,-40.3203,-3.80854,-39.7406,-3.14742,-39.266,-2.6718,-39.8593,1
2,120,137,21.2804,17.693,48.3468,78.8843,48.9028,78.4749,48.0851,78.1194,47.7353,79.354,48.5757,79.6545,1
2,120,138,15.9459,12.7329,27.7533,116.329,28.312,116.338,27.7504,115.716,27.1511,116.334,27.7381,116.932,3
2,120,139,35.8253,12.4378,-1.99829,137.877,-1.24576,138.025,-2.03431,137.135,-2.87709,137.717,-1.98895,138.549,1
2,120,144,36.5034,-12.7494,-76.2485,-21.6045,-76.6128,-24.1074,-76.8943,-18.718,-75.8387,-18.9126,-75.6801,-23.8961,1
2,120,145,-34.5598,15.1965,-36.3912,-28.6274,-36.7006,-29.4445,-37.008,-28.0359,-36.0783,-27.9015,-35.6583,-29.289,2
